cod_anuncio;prioridade;cep_2dig;Estado;Cidade
150385;1;88;SC;Balneário Camboriu
150390;3;12;SP;Lorena
53991;3;14;SP;Ribeirão Preto
54001;3;13;SP;Jundiai­
54113;3;21;RJ;Rio de Janeiro
54118;1;11;SP;Santos
150411;3;8;SP;São Paulo
54142;3;18;SP;Sorocaba
54161;3;76;RO;Porto Velho
150425;3;36;MG;Juiz de Fora
54178;3;27;RJ;Quatis
54186;1;71;DF;Brasi­lia
150435;3;38;MG;Uberlândia
54257;3;3;SP;São Paulo
150445;3;38;MG;Uberlândia
54269;3;3;SP;São Paulo
54275;3;62;CE;Sobral
150453;3;13;SP;Rio Claro
150456;3;30;MG;Belo Horizonte
54296;3;13;SP;Jaguariuna
54358;3;6;SP;Osasco
54383;3;3;SP;São Paulo
150468;1;3;SP;São Paulo
54385;3;3;SP;São Paulo
150474;1;74;GO;Aparecida de Goiânia
54429;2;91;RS;Porto Alegre
54530;3;85;PR;Cascavel
54551;3;11;SP;Santos
54577;3;6;SP;Osasco
54600;3;37;MG;Campos Gerais
54620;3;71;DF;Brasi­lia
54702;1;15;SP;São Jose do Rio Preto
54707;3;2;SP;São Paulo
54722;3;16;SP;Araçatuba
54791;3;13;SP;Jaguariuna
150530;3;71;DF;Brasi­lia
54826;3;89;SC;Rio Negrinho
54841;2;2;SP;São Paulo
150541;1;74;GO;Goiânia
150542;3;5;SP;São Paulo
54851;3;9;SP;São Bernardo do Campo
54861;3;89;SC;Joinville
54901;2;82;PR;Curitiba
54938;3;15;SP;São Jose do Rio Preto
54960;3;71;DF;Brasi­lia
150562;3;92;RS;Canoas
150567;3;78;MT;Várzea Grande
54977;3;78;MT;Várzea Grande
54993;3;30;MG;Belo Horizonte
55007;1;3;SP;São Paulo
88408;1;9;SP;Santo Andre
88493;3;70;DF;Brasi­lia
88703;3;30;MG;Belo Horizonte
88733;1;5;SP;São Paulo
88964;3;71;DF;Brasi­lia
89070;1;86;PR;Londrina
89155;3;13;SP;Piracicaba
89171;3;80;PR;Curitiba
89204;1;5;SP;São Paulo
89218;3;89;SC;Gaspar
89251;3;74;GO;Goiânia
89401;3;18;SP;Capão Bonito
89435;3;31;MG;Belo Horizonte
89585;3;6;SP;Osasco
89631;3;2;SP;São Paulo
113666;1;74;GO;Goiânia
114388;3;13;SP;Limeira
150653;3;88;SC;São Jose
114630;3;71;DF;Brasi­lia
131696;3;5;SP;São Paulo
131897;3;79;MS;Campo Grande
131940;1;5;SP;São Paulo
150681;3;76;RO;Porto Velho
132088;3;1;SP;São Paulo
150705;3;7;SP;Guarulhos
132124;3;3;SP;São Paulo
132206;2;80;PR;Curitiba
143886;3;1;SP;São Paulo
164092;3;5;SP;São Paulo
163726;2;6;SP;Osasco
152012;2;4;SP;São Paulo
150728;3;21;RJ;Rio de Janeiro
131420;1;59;RN;Natal
150732;3;21;RJ;Rio de Janeiro
131548;3;59;RN;Natal
150738;3;16;SP;Araçatuba
131672;3;30;MG;Belo Horizonte
150754;3;88;SC;São Jose
150760;1;24;RJ;Niteroi
112678;3;12;SP;São Jose dos Campos
150764;3;84;PR;Castro
112683;3;2;SP;São Paulo
112788;3;5;SP;São Paulo
113015;3;70;DF;Brasi­lia
150782;1;26;RJ;Mesquita
113365;3;78;MT;Várzea Grande
113542;3;5;SP;São Paulo
113580;2;1;SP;São Paulo
150796;2;24;RJ;São Gonçalo
151578;3;89;SC;Blumenau
150801;3;81;PR;Curitiba
151974;3;15;SP;São Jose do Rio Preto
163309;3;32;MG;Igarape
143067;3;9;SP;Santo Andre
175839;1;2;SP;São Paulo
150817;3;26;RJ;Mesquita
86830;3;5;SP;São Paulo
150820;3;18;SP;Sorocaba
86848;3;99;RS;Passo Fundo
87051;3;4;SP;São Paulo
87201;3;79;MS;Campo Grande
87215;3;81;PR;Curitiba
150841;3;17;SP;Mari­lia
87298;3;8;SP;São Paulo
87465;2;1;SP;São Paulo
87524;3;6;SP;Osasco
87535;3;78;MT;Cuiabá
87747;3;78;MT;Cuiabá
87774;3;15;SP;São Jose do Rio Preto
87948;3;59;RN;Natal
88003;1;60;CE;Fortaleza
88100;3;15;SP;São Jose do Rio Preto
150899;3;74;GO;Goiânia
88132;3;75;GO;Caldas Novas
88143;2;38;MG;Uberaba
88335;1;89;SC;Joinville
130369;3;9;SP;São Bernardo do Campo
130414;3;4;SP;São Paulo
130426;3;72;DF;Brasi­lia
130964;3;3;SP;São Paulo
151142;3;8;SP;São Paulo
151361;3;3;SP;São Paulo
157606;1;3;SP;São Paulo
111934;3;21;RJ;Rio de Janeiro
150939;3;29;ES;Serra
112177;2;7;SP;Caieiras
112287;1;30;MG;Belo Horizonte
150944;3;88;SC;Itajai­
150803;1;6;SP;Cotia
157520;3;9;SP;São Bernardo do Campo
157541;3;3;SP;São Paulo
150963;3;85;PR;Assis Chateaubriand
157552;1;4;SP;São Paulo
150970;3;12;SP;São Jose dos Campos
129670;3;4;SP;São Paulo
141830;1;9;SP;Santo Andre
141921;1;4;SP;São Paulo
142067;3;5;SP;São Paulo
142173;3;7;SP;Caieiras
15538;3;78;MT;Cuiabá
15544;1;38;MG;Uberlândia
151001;1;31;MG;Belo Horizonte
15556;3;85;PR;Cascavel
151014;3;2;SP;São Paulo
15559;3;88;SC;Florianopolis
15562;3;88;SC;Tubarão
15619;3;86;PR;Londrina
15638;3;58;PB;João Pessoa
15639;3;3;SP;São Paulo
151031;3;8;SP;Mogi das Cruzes
151032;3;40;BA;Salvador
15645;3;89;SC;Blumenau
15651;1;12;SP;Atibaia
15657;1;25;RJ;Duque de Caxias
151057;3;11;SP;Guarujá
15662;3;89;SC;Blumenau
15667;3;19;SP;Ourinhos
15685;3;35;MG;Divinopolis
15687;3;90;RS;Porto Alegre
151087;3;28;RJ;São Pedro da Aldeia
15695;3;88;SC;Florianopolis
15724;3;11;SP;São Vicente
151097;1;50;PE;Recife
15745;3;13;SP;Americana
15766;3;14;SP;Bebedouro
151111;3;8;SP;Mogi das Cruzes
15774;3;90;RS;Porto Alegre
15778;3;89;SC;Curitibanos
151114;3;74;GO;Goiânia
151115;3;79;MS;Campo Grande
15787;3;28;RJ;Santo Anti´nio de Pádua
15791;3;88;SC;Florianopolis
15800;1;95;RS;Caxias do Sul
151135;1;2;SP;São Paulo
151136;1;1;SP;São Paulo
15817;3;2;SP;São Paulo
151140;3;89;SC;Blumenau
15836;3;17;SP;Jau
15860;3;88;SC;Brusque
15864;1;12;SP;São Jose dos Campos
15873;3;74;GO;Goiânia
151147;1;5;SP;São Paulo
15892;3;74;GO;Goiânia
151157;3;71;DF;Brasi­lia
15900;3;38;MG;Araxá
15933;3;89;SC;Blumenau
15934;3;9;SP;Santo Andre
15950;1;20;RJ;Rio de Janeiro
15954;3;24;RJ;São Gonçalo
151175;1;80;PR;Curitiba
15971;3;88;SC;Tubarão
151179;3;81;PR;Curitiba
15973;3;88;SC;Tubarão
151187;1;5;SP;São Paulo
151193;3;9;SP;Santo Andre
15980;3;88;SC;Laguna
15981;3;12;SP;São Jose dos Campos
15984;3;25;RJ;Duque de Caxias
151220;3;80;PR;Curitiba
15985;3;88;SC;Laguna
151223;3;5;SP;São Paulo
15986;3;9;SP;São Bernardo do Campo
15990;3;89;SC;Blumenau
15991;3;12;SP;São Jose dos Campos
151239;1;90;RS;Porto Alegre
16003;3;88;SC;São Jose
16008;1;78;MT;Rondonopolis
16014;3;89;SC;Itapiranga
16015;3;89;SC;Xanxerê
16027;3;88;SC;Meleiro
16031;3;4;SP;São Paulo
16035;3;12;SP;Joanopolis
151267;3;89;SC;Joinville
16048;3;89;SC;Blumenau
16055;3;18;SP;Boituva
16063;3;17;SP;Bauru
16072;2;38;MG;Uberlândia
16077;1;87;PR;Maringá
16080;3;13;SP;Mogi Guaçu
151292;3;8;SP;Mogi das Cruzes
16087;3;13;SP;Rio Claro
16089;3;13;SP;Rio Claro
151309;3;8;SP;Suzano
151310;3;94;RS;Cachoeirinha
16091;2;9;SP;São Bernardo do Campo
16092;3;64;PI;Teresina
16108;3;1;SP;São Paulo
16111;3;58;PB;Campina Grande
16131;1;4;SP;São Paulo
16157;1;17;SP;Bauru
16166;3;85;PR;Cascavel
16176;3;28;RJ;São Pedro da Aldeia
16193;3;4;SP;São Paulo
16200;3;81;PR;Curitiba
16217;3;12;SP;Joanopolis
16230;3;88;SC;Brusque
16231;3;27;RJ;Macae
151386;3;20;RJ;Rio de Janeiro
16237;3;4;SP;São Paulo
16249;3;95;RS;Caxias do Sul
16252;3;79;MS;Campo Grande
16256;1;91;RS;Porto Alegre
16264;3;14;SP;Ribeirão Preto
151411;3;83;PR;Bocaiuva do Sul
151415;3;83;PR;Bocaiuva do Sul
151416;3;83;PR;Bocaiuva do Sul
151419;3;89;SC;Chapeco
16265;1;9;SP;São Caetano do Sul
151430;3;71;DF;Brasi­lia
151434;3;71;DF;Brasi­lia
151437;3;12;SP;Taubate
151447;3;4;SP;São Paulo
151453;3;4;SP;São Paulo
16271;3;9;SP;São Caetano do Sul
16291;1;29;ES;Vila Velha
16293;2;42;BA;Lauro de Freitas
16295;3;78;MT;Cuiabá
16328;3;89;SC;São Bento do Sul
16331;3;89;SC;Blumenau
16335;3;87;PR;Maringá
16336;3;37;MG;Pouso Alegre
16347;3;95;RS;Caxias do Sul
16356;3;37;MG;Poços de Caldas
151521;3;72;DF;Brasi­lia
151523;3;13;SP;Rio Claro
16361;2;71;DF;Brasi­lia
16367;3;91;RS;Porto Alegre
16382;3;15;SP;Fernandopolis
16392;3;98;RS;Santo i‚ngelo
16402;3;98;RS;Santo i‚ngelo
16419;3;85;PR;Toledo
16426;3;84;PR;Telêmaco Borba
16435;3;83;PR;Araucária
16447;3;8;SP;Mogi das Cruzes
16454;3;11;SP;Santos
151569;3;86;PR;Londrina
16460;3;74;GO;Goiânia
151573;3;86;PR;Londrina
16469;3;96;RS;Pelotas
16472;3;75;GO;Catalão
16475;3;18;SP;Botucatu
16496;3;44;BA;Feira de Santana
16501;3;78;MT;Várzea Grande
151611;3;89;SC;Blumenau
16503;3;14;SP;Franca
151620;3;86;PR;Londrina
16513;3;13;SP;Campinas
16519;3;36;MG;Ubá
16534;3;60;CE;Fortaleza
16540;1;12;SP;Atibaia
16544;3;4;SP;São Paulo
16554;1;18;SP;Sorocaba
16575;3;62;CE;Sobral
16578;3;38;MG;Uberlândia
151651;3;99;RS;Erechim
16589;3;38;MG;Uberlândia
151655;3;89;SC;Campo Erê
16597;3;18;SP;Boituva
151658;1;89;SC;Blumenau
16598;3;18;SP;Boituva
16604;3;18;SP;Avare
16615;3;4;SP;São Paulo
16628;3;14;SP;Franca
16631;2;25;RJ;Duque de Caxias
16644;3;29;ES;Serra
151693;3;30;MG;Belo Horizonte
16645;3;18;SP;Botucatu
16648;3;38;MG;Uberlândia
16650;3;88;SC;Brusque
16682;3;14;SP;Itápolis
16684;3;85;PR;Cascavel
151722;3;44;BA;Feira de Santana
16686;3;85;PR;Cascavel
16692;3;58;PB;Campina Grande
16701;3;66;PA;Belem
151732;3;37;MG;Poços de Caldas
16705;1;74;GO;Goiânia
16707;3;84;PR;Cândido de Abreu
16712;3;14;SP;Ribeirão Preto
16716;3;89;SC;Jaraguá do Sul
16717;3;7;SP;Guarulhos
16737;3;95;RS;São Francisco de Paula
16743;3;9;SP;Santo Andre
16773;3;28;RJ;São Pedro da Aldeia
16781;3;24;RJ;Maricá
151764;2;13;SP;Limeira
151765;3;58;PB;Campina Grande
16783;3;7;SP;Guarulhos
16787;3;9;SP;São Bernardo do Campo
16790;3;36;MG;Juiz de Fora
151771;3;71;DF;Brasi­lia
16792;3;81;PR;Curitiba
16802;3;80;PR;Curitiba
16811;3;28;RJ;Santo Anti´nio de Pádua
16828;2;9;SP;Santo Andre
16831;3;13;SP;Pauli­nia
16855;3;62;CE;Sobral
16885;3;65;MA;São Lui­s
16893;3;17;SP;Barra Bonita
151826;1;80;PR;Curitiba
16894;3;78;MT;Várzea Grande
16903;3;78;MT;Cuiabá
16904;3;89;SC;Joinville
16911;3;13;SP;Salto
16913;3;49;SE;Lagarto
151856;3;3;SP;São Paulo
16915;3;49;SE;Lagarto
16922;3;24;RJ;São Gonçalo
16924;3;37;MG;Poços de Caldas
16927;3;88;SC;Itajai­
16929;3;78;MT;Campo Verde
16935;3;6;SP;Carapicui­ba
16941;1;86;PR;Londrina
16949;3;36;MG;Juiz de Fora
16954;3;13;SP;Campinas
16957;3;59;RN;Natal
16971;3;89;SC;Joinville
16984;3;12;SP;Joanopolis
151912;3;4;SP;São Paulo
16986;3;13;SP;Jundiai­
16989;3;13;SP;Jundiai­
151921;3;58;PB;Cabedelo
151924;3;71;DF;Brasi­lia
16992;3;24;RJ;São Gonçalo
151936;3;31;MG;Belo Horizonte
16995;2;89;SC;Blumenau
16998;3;88;SC;Lages
17001;3;13;SP;Itu
17006;3;38;MG;Uberlândia
17016;3;70;DF;Brasi­lia
151957;3;79;MS;Campo Grande
17059;3;64;PI;Teresina
151971;3;2;SP;São Paulo
17065;3;59;RN;Mossoro
17078;3;83;PR;Pinhais
17106;3;9;SP;Mauá
17136;3;5;SP;São Paulo
17137;3;21;RJ;Rio de Janeiro
17164;3;16;SP;Birigui
17221;2;2;SP;São Paulo
17248;3;13;SP;Campinas
17262;3;3;SP;São Paulo
17274;3;13;SP;Americana
17275;3;49;SE;Aracaju
17278;3;3;SP;São Paulo
17288;3;75;GO;Santa Helena de Goiás
17308;3;87;PR;Peabiru
17317;3;64;PI;Teresina
152043;2;74;GO;Goiânia
17335;3;13;SP;Campinas
17343;1;37;MG;Passos
152053;1;2;SP;São Paulo
17347;3;3;SP;São Paulo
17391;3;99;RS;Erechim
17393;3;89;SC;Concordia
17396;3;5;SP;São Paulo
17399;1;89;SC;Blumenau
17411;3;89;SC;Joinville
152080;3;17;SP;Mari­lia
17416;3;4;SP;São Paulo
152091;3;4;SP;São Paulo
17417;3;4;SP;São Paulo
17431;3;19;SP;Presidente Venceslau
17433;1;22;RJ;Rio de Janeiro
17442;3;13;SP;Jundiai­
17452;1;85;PR;Corbelia
17453;1;32;MG;Contagem
17458;3;85;PR;Cascavel
152126;1;70;DF;Brasi­lia
17463;3;85;PR;Foz do Iguaçu
17488;3;79;MS;Dourados
17491;3;89;SC;Blumenau
152133;1;31;MG;Belo Horizonte
152135;1;11;SP;Guarujá
17492;3;3;SP;São Paulo
152138;3;80;PR;Curitiba
17494;3;13;SP;Americana
152157;3;71;DF;Brasi­lia
17497;3;13;SP;São Jose do Rio Pardo
17500;3;14;SP;Araraquara
152162;1;22;RJ;Rio de Janeiro
17506;3;17;SP;Bauru
17507;3;88;SC;Balneário Camboriu
17527;3;92;RS;Canoas
17528;1;69;AM;Manaus
17535;3;71;DF;Brasi­lia
17557;3;5;SP;São Paulo
17561;3;78;MT;Várzea Grande
17586;3;64;PI;Picos
152178;3;13;SP;Pauli­nia
17613;3;89;SC;São Bento do Sul
152183;3;13;SP;Campinas
152194;3;45;BA;Vitoria da Conquista
152200;3;22;RJ;Rio de Janeiro
17625;3;75;GO;Caldas Novas
17632;3;88;SC;Florianopolis
17633;3;52;PE;Recife
152214;3;13;SP;Campinas
17657;1;15;SP;São Jose do Rio Preto
152220;1;89;SC;Jaraguá do Sul
17660;1;5;SP;São Paulo
152225;3;3;SP;São Paulo
17665;3;13;SP;Amparo
17668;3;15;SP;São Jose do Rio Preto
17676;3;96;RS;Candelária
17684;3;45;BA;Itabuna
17686;3;55;PE;Garanhuns
17708;3;85;PR;Missal
152258;3;71;DF;Brasi­lia
17716;3;36;MG;Ubá
17722;3;45;BA;Vitoria da Conquista
17744;3;71;DF;Brasi­lia
17754;3;24;RJ;Itaborai­
17766;3;18;SP;Itapetininga
17777;3;89;SC;Santa Ceci­lia
17785;2;13;SP;Campinas
17789;3;17;SP;Jau
17791;2;3;SP;São Paulo
152285;3;20;RJ;Rio de Janeiro
17796;3;90;RS;Porto Alegre
17797;3;4;SP;São Paulo
17798;3;38;MG;Coromandel
17803;3;27;RJ;Barra Mansa
17804;3;37;MG;Campo Belo
152299;2;20;RJ;Rio de Janeiro
152300;3;21;RJ;Rio de Janeiro
17814;3;95;RS;Osorio
17818;3;95;RS;Osorio
17823;3;19;SP;Assis
17826;2;89;SC;Joinville
152322;1;14;SP;Itápolis
17838;3;39;MG;Janauba
17842;3;96;RS;Canguçu
152333;3;21;RJ;Rio de Janeiro
17856;3;64;PI;Teresina
17861;3;89;SC;Joinville
17865;3;13;SP;Rio Claro
17867;1;3;SP;São Paulo
17873;3;64;PI;Teresina
17887;3;64;PI;Teresina
17900;3;64;PI;Teresina
17936;3;88;SC;Penha
17947;3;55;PE;Garanhuns
17952;3;5;SP;São Paulo
17967;3;95;RS;Caxias do Sul
17988;3;2;SP;São Paulo
17992;3;50;PE;Recife
17998;1;76;RO;Porto Velho
18006;3;9;SP;Santo Andre
18008;3;78;MT;Sorriso
18009;3;13;SP;Pauli­nia
18010;3;12;SP;São Jose dos Campos
152427;3;95;RS;Osorio
152431;2;90;RS;Porto Alegre
18016;1;15;SP;São Jose do Rio Preto
152443;3;4;SP;São Paulo
152459;2;9;SP;São Caetano do Sul
18017;3;3;SP;São Paulo
152466;2;97;RS;Cerro Largo
152481;2;6;SP;Santana de Parnai­ba
18024;3;4;SP;São Paulo
18026;3;71;DF;Brasi­lia
152490;1;31;MG;Belo Horizonte
18034;3;89;SC;Fraiburgo
51145;3;22;RJ;Rio de Janeiro
152504;2;4;SP;São Paulo
152507;3;44;BA;Feira de Santana
51156;3;9;SP;São Bernardo do Campo
51229;3;22;RJ;Rio de Janeiro
51240;3;5;SP;São Paulo
51256;3;85;PR;Toledo
51291;3;88;SC;São Jose
51305;3;18;SP;Salto de Pirapora
51332;3;3;SP;São Paulo
51336;3;3;SP;São Paulo
51340;3;3;SP;São Paulo
51346;3;21;RJ;Rio de Janeiro
152543;3;73;GO;Formosa
51362;3;57;AL;Maceio
51380;3;18;SP;Sorocaba
51415;3;8;SP;São Paulo
51427;3;71;DF;Brasi­lia
51460;3;72;DF;Brasi­lia
51470;3;88;SC;Araranguá
51517;3;82;PR;Curitiba
51523;1;2;SP;São Paulo
51535;1;80;PR;Curitiba
51565;1;3;SP;São Paulo
51567;3;58;PB;João Pessoa
152587;1;50;PE;Recife
152588;3;80;PR;Curitiba
51594;3;18;SP;Sorocaba
51601;2;5;SP;São Paulo
51619;3;12;SP;São Jose dos Campos
51652;3;5;SP;São Paulo
152603;3;94;RS;Gravatai­
51694;3;5;SP;São Paulo
51742;3;71;DF;Brasi­lia
51747;3;6;SP;Osasco
51777;1;9;SP;Santo Andre
152620;1;83;PR;Campo Largo
51795;3;3;SP;São Paulo
51796;3;81;PR;Curitiba
51822;3;13;SP;Jundiai­
51832;3;30;MG;Belo Horizonte
51895;3;95;RS;Bento Gonçalves
152640;3;13;SP;Campinas
51915;1;12;SP;São Jose dos Campos
51927;3;93;RS;Sapucaia do Sul
152647;3;89;SC;Guaramirim
51963;3;81;PR;Curitiba
51972;3;81;PR;Curitiba
51974;3;81;PR;Curitiba
152659;1;42;BA;Lauro de Freitas
52003;3;71;DF;Brasi­lia
152663;1;1;SP;São Paulo
52006;3;7;SP;Guarulhos
52064;3;74;GO;Goiânia
52070;3;83;PR;São Jose dos Pinhais
52080;1;13;SP;Piracicaba
52083;3;15;SP;São Jose do Rio Preto
52108;2;3;SP;São Paulo
152688;1;71;DF;Brasi­lia
52132;1;31;MG;Belo Horizonte
52135;3;8;SP;Mogi das Cruzes
52142;3;2;SP;São Paulo
152696;3;8;SP;São Paulo
152698;3;18;SP;Sorocaba
52172;3;59;RN;Natal
152705;3;79;MS;Campo Grande
52190;3;17;SP;Tupã
152731;3;3;SP;São Paulo
52192;3;13;SP;Piracicaba
152737;3;13;SP;Piracicaba
52209;3;20;RJ;Rio de Janeiro
52226;3;13;SP;Campinas
52229;3;79;MS;Campo Grande
52242;3;90;RS;Porto Alegre
152757;2;20;RJ;Rio de Janeiro
52251;1;74;GO;Goiânia
52252;3;13;SP;Campinas
52255;1;50;PE;Recife
52269;3;13;SP;Indaiatuba
52314;1;30;MG;Belo Horizonte
52334;1;32;MG;Betim
52340;3;11;SP;Praia Grande
52351;3;71;DF;Brasi­lia
52439;3;2;SP;São Paulo
52512;3;35;MG;Sete Lagoas
52531;3;12;SP;São Jose dos Campos
52538;3;13;SP;Jundiai­
52570;1;30;MG;Belo Horizonte
52575;2;89;SC;Blumenau
152811;3;7;SP;Guarulhos
52591;1;3;SP;São Paulo
52653;3;4;SP;São Paulo
52657;2;4;SP;São Paulo
52697;2;5;SP;São Paulo
52712;3;31;MG;Belo Horizonte
152840;3;57;AL;Maceio
52754;3;37;MG;Guaxupe
52810;3;37;MG;Guaxupe
152855;2;35;MG;Caratinga
52813;3;70;DF;Brasi­lia
52820;2;9;SP;São Bernardo do Campo
52830;1;20;RJ;Rio de Janeiro
52836;1;7;SP;Arujá
52893;3;88;SC;São Jose
52894;1;41;BA;Salvador
85329;3;3;SP;São Paulo
85404;3;13;SP;Americana
85524;3;80;PR;Curitiba
152902;2;4;SP;São Paulo
85542;1;30;MG;Belo Horizonte
85596;1;1;SP;São Paulo
85647;3;4;SP;São Paulo
85696;1;17;SP;Bauru
85930;3;23;RJ;Rio de Janeiro
86006;3;18;SP;Itapeva
86020;2;5;SP;São Paulo
86059;1;22;RJ;Rio de Janeiro
86267;3;5;SP;São Paulo
86270;3;13;SP;Itu
152963;3;78;MT;Cuiabá
152968;3;88;SC;Criciuma
152978;3;18;SP;Sorocaba
86285;1;3;SP;São Paulo
152991;3;78;MT;Cuiabá
86296;3;4;SP;São Paulo
86432;3;9;SP;São Bernardo do Campo
86448;1;9;SP;Santo Andre
86596;3;2;SP;São Paulo
86613;1;22;RJ;Rio de Janeiro
86675;3;13;SP;Campinas
86742;1;22;RJ;Rio de Janeiro
86756;1;22;RJ;Rio de Janeiro
86777;2;14;SP;Guará
110982;1;9;SP;Ribeirão Pires
110988;1;14;SP;Ribeirão Preto
153039;3;53;PE;Olinda
111126;2;15;SP;São Jose do Rio Preto
111357;3;59;RN;Natal
111481;3;6;SP;Osasco
111579;1;9;SP;São Caetano do Sul
111656;3;5;SP;São Paulo
128977;3;4;SP;São Paulo
129092;3;6;SP;Osasco
141509;3;4;SP;São Paulo
156411;2;4;SP;São Paulo
140604;2;3;SP;São Paulo
140700;1;30;MG;Belo Horizonte
140703;3;71;DF;Brasi­lia
140714;1;6;SP;Santana de Parnai­ba
128281;3;13;SP;Campinas
128398;3;4;SP;São Paulo
128487;2;4;SP;São Paulo
128552;3;71;DF;Brasi­lia
153097;3;74;GO;Goiânia
128687;1;5;SP;São Paulo
128767;3;14;SP;Ribeirão Preto
128769;3;2;SP;São Paulo
153106;3;84;PR;Ponta Grossa
128839;1;70;DF;Brasi­lia
153111;1;22;RJ;Rio de Janeiro
109710;3;13;SP;Piracicaba
153121;3;25;RJ;Teresopolis
153122;3;13;SP;Campinas
109879;3;13;SP;Campinas
109982;3;80;PR;Curitiba
110051;3;15;SP;Catanduva
110188;2;5;SP;São Paulo
110352;1;72;DF;Brasi­lia
110504;3;80;PR;Curitiba
153156;3;90;RS;Porto Alegre
153164;3;38;MG;Uberlândia
110555;3;80;PR;Curitiba
140339;1;2;SP;São Paulo
140441;1;4;SP;São Paulo
83892;1;1;SP;São Paulo
153173;3;44;BA;Feira de Santana
153174;1;22;RJ;Rio de Janeiro
83904;3;16;SP;Araçatuba
84139;3;31;MG;Belo Horizonte
84225;3;81;PR;Curitiba
153188;1;18;SP;Sorocaba
153190;3;12;SP;São Jose dos Campos
153191;3;13;SP;Campinas
84252;3;81;PR;Curitiba
84274;2;12;SP;São Jose dos Campos
153199;3;1;SP;São Paulo
153207;3;5;SP;São Paulo
84342;3;2;SP;São Paulo
153220;3;89;SC;Blumenau
84351;3;13;SP;Campinas
84367;3;2;SP;São Paulo
153228;3;32;MG;Contagem
84446;1;7;SP;Guarulhos
84611;3;7;SP;Guarulhos
84812;3;4;SP;São Paulo
84829;3;80;PR;Curitiba
84873;3;9;SP;Santo Andre
84942;3;14;SP;Araraquara
84974;1;6;SP;Osasco
84996;3;9;SP;São Bernardo do Campo
153259;3;30;MG;Belo Horizonte
153264;1;9;SP;São Bernardo do Campo
153265;3;88;SC;São Jose
85013;2;2;SP;São Paulo
153271;3;81;PR;Curitiba
153276;1;30;MG;Belo Horizonte
85175;1;9;SP;São Bernardo do Campo
85242;3;74;GO;Goiânia
85285;3;14;SP;Bebedouro
127640;3;4;SP;São Paulo
127793;3;14;SP;Ribeirão Preto
127918;2;4;SP;São Paulo
139627;1;11;SP;Guarujá
153318;3;17;SP;Pompeia
140064;3;3;SP;São Paulo
153324;3;37;MG;Poços de Caldas
108387;3;3;SP;São Paulo
108452;1;3;SP;São Paulo
108608;1;13;SP;Limeira
108806;3;11;SP;Praia Grande
109050;3;5;SP;São Paulo
109233;3;18;SP;Sorocaba
153350;1;3;SP;São Paulo
153352;3;74;GO;Aparecida de Goiânia
109416;3;89;SC;Joinville
153357;3;11;SP;Santos
153366;3;4;SP;São Paulo
109418;3;9;SP;Santo Andre
109431;1;1;SP;São Paulo
153379;3;22;RJ;Rio de Janeiro
148378;3;25;RJ;São João de Meriti
126892;3;14;SP;Ribeirão Preto
127045;1;13;SP;Campinas
153394;1;38;MG;Uberlândia
153397;3;92;RS;Canoas
127100;3;14;SP;Ribeirão Preto
127403;1;3;SP;São Paulo
165142;3;3;SP;São Paulo
139245;1;38;MG;Uberaba
176027;3;1;SP;São Paulo
153423;3;30;MG;Belo Horizonte
176118;3;3;SP;São Paulo
171245;1;5;SP;São Paulo
48794;1;2;SP;São Paulo
153457;3;29;ES;Vitoria
48816;1;3;SP;São Paulo
48827;3;30;MG;Belo Horizonte
48834;2;8;SP;Mogi das Cruzes
48841;3;12;SP;São Jose dos Campos
48845;3;12;SP;São Jose dos Campos
153470;3;86;PR;Londrina
48885;1;6;SP;Barueri
48937;3;28;RJ;Araruama
48942;3;72;DF;Brasi­lia
48986;3;79;MS;Campo Grande
48988;1;41;BA;Salvador
48991;3;3;SP;São Paulo
49022;1;5;SP;São Paulo
49027;3;3;SP;São Paulo
49043;3;38;MG;Uberaba
153511;3;71;DF;Brasi­lia
49106;3;24;RJ;Maricá
153513;3;71;DF;Brasi­lia
49146;1;37;MG;Poços de Caldas
49180;3;80;PR;Curitiba
49210;3;24;RJ;Niteroi
49221;1;20;RJ;Rio de Janeiro
49231;3;38;MG;Uberlândia
153525;1;30;MG;Belo Horizonte
153535;3;12;SP;Jacarei­
49242;3;18;SP;Sorocaba
153557;1;14;SP;Ibitinga
49280;3;60;CE;Fortaleza
49293;3;2;SP;São Paulo
153566;3;30;MG;Belo Horizonte
49322;1;13;SP;Indaiatuba
49336;1;80;PR;Curitiba
153576;3;17;SP;Bauru
49359;3;11;SP;Santos
49393;3;22;RJ;Rio de Janeiro
49401;3;9;SP;São Caetano do Sul
153592;3;74;GO;Goiânia
49420;3;95;RS;Lajeado
49468;1;90;RS;Porto Alegre
49488;3;20;RJ;Rio de Janeiro
49489;3;13;SP;Campinas
49497;3;13;SP;Campinas
49499;1;15;SP;Votuporanga
153619;3;22;RJ;Rio de Janeiro
49519;3;88;SC;Içara
49530;3;88;SC;Itajai­
153635;1;80;PR;Curitiba
153637;3;78;MT;Várzea Grande
49533;3;9;SP;São Bernardo do Campo
153640;3;40;BA;Salvador
49551;3;4;SP;São Paulo
49647;3;38;MG;Uberlândia
49706;3;88;SC;Tijucas
49750;3;27;RJ;Volta Redonda
49833;3;3;SP;São Paulo
49851;3;91;RS;Porto Alegre
49856;3;14;SP;Ribeirão Preto
153661;3;13;SP;Valinhos
153663;3;52;PE;Recife
